Id,Fen,Moves,Rating,RatingDeviation
DGp4A,1k3r2/ppp5/7p/3P2b1/8/3B1r2/PPP1R3/1K2R3 b - - 4 37,f3f6 e2e8 f8e8 e1e8,609,127
DbXIZ,1r6/4k1pp/2p2p2/p7/P1PRP3/8/5PPP/6K1 w - - 1 30,c4c5 b8b1 d4d1 b1d1,609,105
DvGkH,r3Q2k/p1p3pp/1p6/5rq1/2P1R3/8/PP3PPP/5RK1 b - - 2 23,a8e8 e4e8 f5f8 e8f8,609,108
EChCo,r1bqk2r/ppp2ppp/2p5/4P3/4P3/8/PPP1KbPP/RNBQ1B1R b kq - 1 8,d8d1 e2d1,609,100
EDw62,8/1r6/2pkP1p1/7p/3P4/6R1/6PP/7K w - - 0 35,g3g6 b7b1,609,104
EFNB2,6k1/p3rppp/1p6/2P3Pb/7P/PN2P3/1P1R1K2/8 b - - 0 32,b6c5 d2d8 e7e8 d8e8,609,103
EP5PO,2r4k/R6p/5ppP/3p4/P4n2/8/2P3PK/8 b - - 0 34,c8c2 a7a8 c2c8 a8c8,609,84
EaIS3,6k1/r1p3p1/4p2p/8/8/4P3/5PPP/2R3K1 w - - 2 38,c1c6 a7a1 c6c1 a1c1,609,85
Efs6h,r5k1/p2R1ppp/n1ppr3/8/2P2B2/P4P2/5P1P/R5K1 b - - 5 21,a6b8 d7d8 e6e8 d8e8,609,98
ExNU3,r3r1k1/p1p1qpp1/1pQ2n1p/3p4/3P4/2PP3P/P4PPB/R4RK1 w - - 1 19,f1e1 e7e1 a1e1 e8e1,609,96
F5K3E,r1bq1rk1/5ppp/p2ppb2/8/4P3/1QN2N2/PP3PPP/1R3RK1 b - - 0 16,a8b8 b3b8,609,105
FG7Y6,2Rr3k/6p1/p1R4b/4n3/4B3/8/KPP4P/8 b - - 12 37,d8c8 c6c8,609,142
FMdFM,1r3Q1k/pp4pp/2bp4/2q5/2Pp2P1/3P3P/PP4B1/5RK1 b - - 4 24,b8f8 f1f8,609,87
Fh0mn,5rk1/2pb1ppp/pp1p4/3P2q1/P1PN4/2P1Q3/5PPP/4R1K1 b - - 0 22,f8e8 e3e8 d7e8 e1e8,609,93
GNHmZ,4R3/k1p2r2/pp6/1n1Q3p/3n2p1/1P1N4/P2P2PP/3R1q1K w - - 1 36,d1f1 f7f1,609,78
07qWo,3rkr2/pp2b3/6p1/4qn2/8/7Q/PPP2PPP/4R1K1 w - - 0 29,e1e5 d8d1 e5e1 d1e1,610,108
0MpH7,4r1k1/1p3pp1/p1p4p/2P5/5P2/7Q/4r1PP/2Rq3K w - - 0 30,c1d1 e2e1 d1e1 e8e1,610,104
0XvhG,1rbr2k1/p4pb1/1qpp1n1p/4B1p1/4P3/1BN4P/PPPQ1PP1/2KR3R b - - 0 16,d6e5 d2d8 b6d8 d1d8,610,101
12Yjq,7k/2r3pp/7r/2pB4/R1Pb4/3P2P1/6KP/8 b - - 0 37,c7e7 a4a8 e7e8 a8e8,610,86
19eR2,5Q1k/p1p3pp/5q2/3B4/2Pb4/7P/P2N2P1/5R1K b - - 0 26,f6f8 f1f8,610,96
1V9Nq,r4rk1/pbp2ppp/8/2p3q1/3p4/5P2/PPPNQ1PP/R3R1K1 b - - 3 18,f8e8 e2e8 a8e8 e1e8,610,102
1WmuD,r2q1rk1/pp4p1/4p1b1/3p1pPB/3P4/2B4Q/PPP5/2K4R b - - 1 21,g6h5 h3h5 d8g5 h5g5,610,100
1aVpU,5r1k/6pp/8/5R2/2P3P1/PP2R1KP/1q6/8 b - - 4 49,f8f5 e3e8 f5f8 e8f8,610,103
1gMXZ,5rk1/3p3p/p3p1pP/1p2Q3/8/8/PPP5/1K3rR1 w - - 1 33,g1f1 f8f1 e5e1 f1e1,610,99
1t3cm,2k5/1pp4r/p1p1PRp1/5bp1/2P5/3P2K1/P1P5/8 b - - 0 34,h7e7 f6f8 e7e8 f8e8,610,94
1zVu5,6k1/p4ppp/1p4q1/8/8/4P3/PPr2RPP/3R2K1 b - - 3 26,c2f2 d1d8,610,92
26w7G,7k/p4rp1/1p5p/2p2q2/8/1P2Q1P1/P4P1P/5RK1 b - - 8 29,f5c2 e3e8 f7f8 e8f8,610,94
2LdYd,7k/5pp1/3P1b1p/pP1r4/P7/1P6/5PPP/2R3K1 w - - 0 32,c1c6 d5d1,610,103
2xY8G,8/p1Qqkpp1/7p/8/1P6/7P/5PPK/8 w - - 1 34,c7c5 d7d6 c5d6 e7d6,610,97
3Kz9U,6k1/5pp1/4p2p/Nrn5/1P6/P2R4/5PPP/6K1 w - - 0 30,b4c5 b5b1 d3d1 b1d1,610,94
3MX2Q,r3kb1r/pp1bpppp/7n/q2pP3/3P1PP1/2NQB2P/PP6/R3K1NR b KQkq - 2 12,d7b5 d3b5 a5b5 c3b5,610,106
3O9u2,4r3/p4p1p/1k2r3/Npp5/6P1/P1R1P2P/3R4/4K3 w - - 2 32,a5b3 e6e3 c3e3 e8e3,610,101
3Wpi1,5r1k/2p2Qpp/1p1p4/1P6/3P1b2/P4N1P/1Pq2PP1/4R2K b - - 2 29,f8f7 e1e8 f7f8 e8f8,610,92
3XHUx,2k4r/ppp2ppp/4b3/2P5/8/3r4/PB3PPP/R3R1K1 b - - 4 20,f7f6 e1e6,610,104
3cVnY,8/6pk/7p/p7/1pP1q1R1/1P6/1r4PP/4R2K w - - 0 43,e1e4 b2b1 e4e1 b1e1,610,80
3o2G4,4rrk1/pp4pp/2p5/3p1pQP/3P1Pb1/bPqR4/P1P5/1K3BR1 w - - 0 21,d3c3 e8e1,610,103
4xXHV,2r3k1/6pp/8/P7/1Pr1N3/8/5PPP/R5K1 w - - 0 40,e4d6 c4c1 a1c1 c8c1,610,85
5664C,8/6pk/p1p1r2p/5p2/8/R7/P3rPPP/R5K1 w - - 0 33,a3a6 e2e1 a1e1 e6e1,610,86
5Zcie,b2r3k/6p1/1R3p1p/R7/P7/6P1/5P1P/6K1 w - - 1 31,a5a7 d8d1,610,106
5ckr7,r2r2k1/1q1n1ppp/1p2p3/pP2B3/3RP3/1QP2P2/4BPKP/3R4 b - - 0 23,d7e5 d4d8 a8d8 d1d8,610,102
6BEDh,3r2k1/pR3ppp/4p3/2P5/8/4nP2/P4R1P/6K1 w - - 0 28,b7a7 d8d1 f2f1 d1f1,610,102
6duTh,r4k1r/1qp2p2/3p3p/2p1p1p1/6P1/p4P2/2Q3KP/R4R2 b - - 3 43,b7b2 c2b2 a3b2 a1a8,610,84
6hioE,6k1/5ppp/1R3n2/1p6/8/1P5P/P4PPK/2r5 b - - 1 32,c1a1 b6b8 f6e8 b8e8,610,97
72eIs,2r2r2/pp1b1k2/4pp2/4Q3/4P1R1/8/PP3qPP/5R1K w - - 2 30,f1f2 c8c1 f2f1 c1f1,610,87
73gz0,8/p6k/6pp/8/2p2B2/2bbN3/Pr3PPP/4Q1K1 w - - 2 38,e1c3 b2b1 e3d1 b1d1 c3e1 d1e1,610,83
7XKn6,2r3k1/5ppp/2N1p3/3p4/3P4/4P3/5PPP/1R4K1 b - - 0 23,c8c6 b1b8 c6c8 b8c8,610,86
7bNUE,r3r1k1/pppR1pp1/7p/8/8/5Q2/PPP2PPP/R3q1K1 w - - 4 18,a1e1 e8e1,610,111
7piLu,1k6/ppp5/3p1q2/3P4/2PP3p/2K5/PP4rP/R3R3 b - - 0 30,g2h2 e1e8 f6d8 e8d8,610,91
8196d,6k1/5p2/4pP1p/8/4N3/1p4P1/rP4PP/5R1K w - - 1 31,f1f2 a2a1 f2f1 a1f1,610,107
8Pnis,b2r1k2/R7/1p6/6rp/8/1B2R1P1/P1P2P1P/6K1 w - - 1 36,e3e7 d8d1 e7e1 d1e1,610,99
8Wiwc,1k5r/pp1r1p1p/1q4pn/4p3/2Q1P3/5P2/PPR3PP/2R4K b - - 8 26,h8d8 c4c8 d8c8 c2c8,610,101
8YeCK,6k1/5pp1/p5r1/3Np2b/2p1P3/P6P/1P1R1K2/8 b - - 3 34,a6a5 d5e7 g8h7 e7g6,610,100
8eI9D,4r1k1/3p2p1/pp2r2p/5R2/P3P3/2P3PQ/1P1q3P/5RK1 w - - 3 32,f5f8 e8f8 f1f8 g8f8,610,97
8jYu1,8/1p3p2/1kr4p/5B2/1p1p4/5P2/2Q3PP/7K w - - 2 44,c2b3 c6c1 b3d1 c1d1,610,86
8nUhU,3r2k1/1QBrq1pp/p7/5p2/4p3/P3P3/1P2NPPP/5RK1 w - - 1 22,f1c1 d7d1 c1d1 d8d1,610,90
8po5V,3q3k/2Q3pp/p5p1/5r2/8/1P4P1/P1P2P1P/4RK2 b - - 2 33,d8c7 e1e8 f5f8 e8f8,610,101
8uo89,3r1q1k/ppQ3p1/4P2p/4R3/8/8/P1P2PPP/6K1 w - - 1 24,h2h3 d8d1 e5e1 d1e1,610,83
9KuHu,6k1/2r3bp/6p1/P4p2/RNr1p3/8/5PPP/1R4K1 w - - 2 31,a5a6 c4c1 b1c1 c7c1,610,83
9Ky7P,rn1r2k1/1p3ppb/p2B3p/3Pp3/6P1/7P/PP3PB1/2R2RK1 b - - 0 18,d8d6 c1c8 d6d8 c8d8,610,97
9Vpck,1kb2r2/6p1/1pq5/PB2p2p/1Q2P3/8/5rPP/1R5K w - - 0 37,b5c6 f2f1 b1f1 f8f1,610,102
9o0AT,1k2rb1r/ppp1q3/2np1p2/7p/3P1B2/NQP5/PP3PPP/R4RK1 w - - 0 15,f1e1 e7e1 a1e1 e8e1,610,102
9vXVa,1R3k1r/p2r1pb1/2p2np1/4R1Bp/8/2P5/P1P2PPP/6K1 b - - 1 18,f6e8 e5e8,610,101
ARicK,r2q1rk1/ppp2pp1/3p1b1p/4n3/4PB2/PBN4b/1PPQ1PP1/R4RK1 w - - 0 14,g2h3 e5f3 g1g2 f3d2,610,102
BLdv8,3r2k1/5pp1/p3p1p1/1p2q2n/3r4/5Q1R/PP3PPP/4R1K1 w - - 0 31,e1e5 d4d1 f3d1 d8d1 e5e1 d1e1,610,95
BNJ4n,r3rk2/q1p2p2/p7/1p6/1P1p1PQ1/P1N2R2/2P3PP/R6K w - - 0 29,c3d1 e8e1 f3f1 e1f1,610,85
BY1ma,2b3k1/p3nppp/1p2p3/1Bn1P3/7P/Pq3NN1/1P1Q1PP1/6K1 b - - 2 25,b3b5 d2d8 b5e8 d8e8,610,98
Bfbq4,3r2k1/3r1ppp/p2q1n2/1p2p3/1P1N4/P3PP2/2Q3PP/R2R2K1 w - - 0 24,d4f5 d6d1 a1d1 d7d1 c2d1 d8d1,610,99
BsZqe,8/1R5p/6pk/1P3p2/4pK1P/8/1r4r1/8 b - - 1 41,h6h5 b7h7,610,110
C0Cc5,8/pQ3pk1/2p2ppp/6r1/3r4/1P3P2/P4q1P/5R1K w - - 0 27,f1f2 d4d1 f2f1 d1f1,610,104
C18n2,r2qrbk1/2p2ppp/p7/2p1P3/4b3/P5Q1/1PP2PPP/R1B1R1K1 w - - 0 18,e1e4 d8d1 e4e1 d1e1,610,103
CIqfY,8/p4kpp/8/2p2p2/8/1P6/P2r1PPP/4R1K1 w - - 0 27,e1e5 d2d1 e5e1 d1e1,610,85
CaaeS,5R2/kp1r3p/p4Pp1/5p2/8/8/PPP2PPP/6K1 w - - 0 28,f8e8 d7d1 e8e1 d1e1,610,92
CgJyN,6k1/3N1ppp/2r1p3/3b4/6P1/P7/1P1R1P1P/6K1 w - - 0 30,d7e5 c6c1 d2d1 c1d1,610,85
Ci0kg,6k1/6pp/1p2p3/2p1N3/P1P1n3/1P2P2P/1r4P1/3R2K1 b - - 0 27,b2b3 d1d8,610,101
DBgiB,r4rk1/2q2ppp/p1p2b2/2B4b/8/5N1P/PP2QPP1/2R1R1K1 b - - 2 19,f8e8 e2e8 a8e8 e1e8,610,87
Drec2,6k1/4r1pp/p3p3/1p3p2/1P6/4qP2/1PQ3PP/2R2K2 b - - 2 38,e7d7 c2c8 g8f7 c8d7,610,90
DunXg,3rk1r1/2p2p1p/p4p2/2b5/2P1P3/2Q2P2/PP4PP/R1BqR2K w - - 5 21,e1d1 d8d1 c3e1 d1e1,610,106
E729k,5k2/p5pp/1pp2p2/5N2/PP6/8/1r3PPP/3R2K1 w - - 0 28,d1d7 b2b1 d7d1 b1d1,610,94
EsP8s,8/p6p/8/5k2/8/8/PPr2PPP/4R1K1 w - - 1 32,e1e7 c2c1 e7e1 c1e1,610,91
FF93m,4r1k1/pp6/3br3/2pn2B1/8/P7/1P3PP1/R2R2K1 w - - 2 26,d1d5 e6e1 a1e1 e8e1,610,94
FFIou,6k1/5rp1/p5P1/1p2B3/2b1K3/8/8/3R4 b - - 0 33,f7e7 d1d8 e7e8 d8e8,610,98
FfZs9,r2r2k1/1p3ppp/4p3/7Q/3p3b/1P1BP3/P4Pq1/R3KR2 b Q - 1 18,h4f2 f1f2 g2f2 e1f2,610,101
Fg2kw,6k1/3r2p1/r6p/p3p3/6q1/4QN2/PPP2PPP/2KR4 w - - 0 24,f3e5 d7d1,610,111
FnCXR,2r3k1/2r2ppp/p2p4/1p1P4/P1P5/1P2R2P/6P1/4R2K b - - 1 29,b5c4 e3e8 c8e8 e1e8,610,98
FoVmd,3r4/2r3pk/1p5p/p1pR1p2/P3pP1q/1PP1Q2P/5PP1/3R2K1 b - - 2 30,c7d7 d5d7 d8d7 d1d7,610,82
GMAb7,3r2k1/5pp1/1p3n1p/p3p3/8/1NP5/PP2qPPP/4R1K1 w - - 0 25,e1e2 d8d1 e2e1 d1e1,610,91
GUebD,6k1/6pp/3Rp2r/pp2Pp2/5P2/1Pr5/6PP/R6K w - - 0 27,a1a5 c3c1 d6d1 c1d1,610,105
Gcp7S,r2r2k1/1q3ppp/8/p7/1pP3N1/1P1Q1PP1/P3R1KP/4R3 b - - 0 27,d8d3 e2e8 a8e8 e1e8,610,102
GeCAm,6k1/5p2/4p1pK/3pb3/R6P/6r1/8/8 b - - 1 39,g3f3 a4a8 e5b8 a8b8,610,103
0EAxz,r3r1k1/pp3pp1/2p2n1p/3p4/3P1n2/2P1RN1P/PP1N1PP1/4RK2 b - - 4 23,f6d7 e3e8 a8e8 e1e8,611,104
0KM83,3q1k2/pp3prp/3Q4/2p5/2r5/4R1P1/P4P1P/4R1K1 b - - 3 30,d8d6 e3e8,611,112
0c8jS,2k1r3/ppp2Q1p/2q5/2N2b2/8/2P5/PP4PK/R1B5 b - - 4 28,c6c5 f7e8,611,86
0ifcd,1r4k1/1p1r2pp/p1p1p3/5p2/PPP5/8/2R2PPP/4R1K1 w - - 0 26,e1e6 d7d1 e6e1 d1e1,611,105
18EFM,r1b2r1k/ppp2B1p/5P2/8/8/2P4P/PP4P1/4RRK1 b - - 0 24,f8f7 e1e8 f7f8 e8f8,611,97
1FTfH,5nk1/5p2/5Pb1/3q4/3B4/2Pp2KR/7R/q7 b - - 1 58,a1d1 h3h8,611,105
1G8ZS,4rrk1/1p3pp1/p1n2b1p/3p4/3P3N/2Pp4/PP3PPP/RN2R1K1 w - - 0 18,h4f5 e8e1,611,85
1Gfzm,3r2k1/p5pp/3q1p2/4pP2/2P5/1P6/P3Q1PP/3rR2K w - - 0 28,e1d1 d6d1 e2d1 d8d1,611,98
1HHiU,2k1R3/ppp2p1p/5Q2/6r1/2b5/5P2/PPP2KPq/RN1r4 b - - 1 20,d1d8 f6d8,611,97
1IW9H,4r1k1/p2R2p1/1p3pp1/8/1B6/P6N/3p1PPP/6K1 w - - 2 34,d7d2 e8e1,611,105
1LDPU,7k/2p3pp/p2p2b1/P2Pp3/2q5/1R4PP/3N1r2/6K1 b - - 1 35,c4e2 b3b8 g6e8 b8e8 f2f8 e8f8,611,107
1R7PX,4r1k1/3R1ppp/p7/1p3pN1/8/8/PPr2PKP/4R3 b - - 0 26,e8e1 d7d8 e1e8 d8e8,611,98
1dZ23,6k1/5pp1/4p2p/4P1q1/3PB3/4P3/r3Q1PP/2R3K1 b - - 0 34,a2e2 c1c8 g5d8 c8d8,611,82
2DSE3,4r1k1/1p2Qppp/p7/8/P4Bn1/8/bPP2PPP/3R2K1 b - - 0 22,e8e7 d1d8 e7e8 d8e8,611,99
2HewU,6k1/r2B1ppb/7p/1Rp5/3p1B2/6P1/4PP1P/5K2 b - - 0 34,a7d7 b5b8 d7d8 b8d8,611,85
2u7Fz,1r1R3k/6pp/4r3/8/1p6/4pP1P/P5P1/3R2K1 b - - 1 41,b8d8 d1d8 e6e8 d8e8,611,90
31bIi,r4Q1k/2pb2pp/p1np3q/1p2p3/4P3/2PPP2P/PP1N2P1/R4RK1 b - - 2 20,a8f8 f1f8,611,105
3CLZn,3r1b2/7p/5p2/2prpN2/1k6/1P1R1P2/1R3KPP/8 w - - 0 36,b2d2 d5d3 d2d3 d8d3,611,92
453nE,6k1/5p1p/1R3Kp1/3p4/7P/5P2/5R2/3r2r1 b - - 10 41,g1e1 b6b8 e1e8 b8e8,611,100
4M9F5,3r2k1/p4ppp/rp1R4/8/3P4/4PP2/5P1P/2R3K1 b - - 0 31,d8d6 c1c8 d6d8 c8d8,611,117
4Y77F,2rR3k/1pp3p1/p5P1/7p/5r1P/K7/2P5/3R4 b - - 5 30,c8d8 d1d8 f4f8 d8f8,611,98
4bQkH,8/8/1p3kn1/1p4Rp/pPp1P2P/P1P5/4K3/8 w - - 3 45,g5h5 g6f4 e2f3 f4h5,611,110
4xI2J,3r3r/6k1/p1p1bp1R/1p4p1/2pPP1P1/P1N1P1K1/1PP5/7R w - - 3 37,h6h7 h8h7 h1h7 g7h7,611,102
5Xcs1,2k4r/pp2Rn2/2p5/3p1R1r/3P2p1/8/PP3PP1/6K1 w - - 0 30,f5f7 h5h1,611,100
5Xn0z,3r2k1/3r1ppp/2R5/p3b3/3P4/8/5PPP/1R4K1 w - - 0 28,d4e5 d7d1 b1d1 d8d1,611,106
5lLNf,r2rk3/p2q4/1pR2p2/5pp1/3Q3p/4P2P/5PPB/2R3K1 w - - 0 29,d4f6 d7d1 c1d1 d8d1,611,90
5mjmZ,2r3k1/7p/6p1/8/8/R1N5/6PP/1q5K w - - 0 35,c3b1 c8c1,611,111
5oAiv,5r1k/pb4pp/8/8/2B2Q2/8/P5PP/4R1K1 b - - 0 31,f8f4 e1e8 f4f8 e8f8,611,105
5z2Ux,6k1/1Qq2pp1/p3pn1p/8/1P6/2r1P2P/5PP1/1B1R2K1 b - - 0 31,c7b7 d1d8 f6e8 d8e8,611,104
6OJjA,r1bq2k1/p1p2p1p/2p3p1/3p4/4Q3/2B5/PPP2PPP/3R1RK1 b - - 0 14,d5e4 d1d8,611,107
6ThLa,1k5r/5R2/8/2P5/6pr/P5N1/1P2nPP1/5RK1 w - - 3 34,g3e2 h4h1,611,104
6c6PD,8/r7/8/5p2/1P6/4k3/1R6/4K3 w - - 2 43,b4b5 a7a1 b2b1 a1b1,611,97
75c6R,r4rk1/1bpp1R2/pp4pp/6N1/4P2Q/8/P5PP/5q1K w - - 0 26,f7f1 f8f1,611,84
76PVv,3r3k/p5bp/4Qnpn/4N3/8/8/PPP2PPP/5RK1 w - - 6 23,f1d1 d8d1,611,116
789KM,2r2r2/4bp1k/p2p1BpP/8/1p1QP3/5P2/PP6/K1qR1B1R w - - 1 27,d1c1 c8c1,611,97
78w6R,r1q3k1/p2b1pbp/3p2p1/2p5/2P4N/1Q4P1/P2P1PBP/1R5K b - - 1 23,a8b8 b3b8 c8b8 b1b8,611,88
7jQjM,r2rQ1k1/1p3ppp/p7/3q4/8/8/PPP1RPPP/4R1K1 b - - 3 21,d8e8 e2e8 a8e8 e1e8,611,84
7v4kv,r5rk/p4p1p/6q1/Q2p4/4pp2/1P2P3/5PbN/3R2RK w - - 0 29,g1g2 g6g2,611,95
80fIz,1r6/4Bkp1/p2P2pp/8/2p5/8/P1P2PPP/3R2K1 w - - 1 27,d1d4 b8b1 d4d1 b1d1,611,96
836KU,2kr1b1r/pppq2pp/2n5/5p2/8/2N1Q3/PPP2PPP/R1B2RK1 w - - 0 14,f1d1 d7d1 c3d1 d8d1 e3e1 d1e1,611,85
8gNzt,4Q3/1pkq3p/2p5/8/4pP2/8/6PP/7K w - - 0 32,e8e4 d7d1 e4e1 d1e1,611,103
8kYGr,6k1/3R2p1/5pP1/1p2r3/p7/n4K2/8/8 b - - 3 48,a3c4 d7d8 e5e8 d8e8,611,99
8lilk,3r4/1kb5/8/2p5/7R/8/P2R1nP1/7K w - - 0 37,d2f2 d8d1 f2f1 d1f1,611,105
8neen,4r1k1/p4ppp/8/1p6/4RP2/1P6/1P3rPP/3R2K1 b - - 0 26,e8e4 d1d8 e4e8 d8e8,611,98
8q3Ll,4q2k/2r2ppp/8/p3Q3/8/5P1P/PP4P1/3R3K b - - 0 31,e8e5 d1d8 e5e8 d8e8,611,106
9Wpz5,8/8/pp1p1k2/2pPp3/2Pn2P1/P7/1P2BK2/2R5 w - - 0 44,f2g3 d4e2 g3h4 e2c1,611,113
9d4wz,5Qk1/5p1p/3p1Pp1/8/4P3/3P4/2q3PP/1R5K b - - 0 34,g8f8 b1b8 c2c8 b8c8,611,109
9rQ5i,R7/P4pk1/4b1p1/3p4/3PpPPp/r3P2P/4BK2/8 b - - 0 61,a3a7 a8a7,611,98
AB0XA,8/pp2r3/8/6p1/6kp/7P/PP3RP1/6K1 b - - 0 32,g4g3 f2f3,611,97
AH7Oo,r3r1k1/p1p1qpp1/b2p3p/2pn4/4P3/1P3Q2/PBP2PPP/R3R1K1 w - - 0 16,e4d5 e7e1 a1e1 e8e1,611,104
ANXJ5,1k2r3/pp6/6p1/7p/1PRP1p2/7P/P4KP1/8 b - - 0 37,e8c8 c4c8,611,112
AxfVI,6k1/1p3ppp/4p3/1NP5/8/n4PK1/3r2PP/R7 b - - 11 32,a3b5 a1a8 d2d8 a8d8,611,90
AySuL,3r2k1/R4ppp/4p3/p7/1p1P4/4P1P1/P6P/5K2 b - - 1 32,d8d5 a7a8 d5d8 a8d8,611,103
BTO7b,3r2k1/b5p1/8/1P2N3/2R2P2/6Pp/3r3P/5R1K w - - 2 39,f1c1 d2d1 c1d1 d8d1,611,100
BWhua,3Q1r1k/p1p3pp/1p6/8/2pP1B2/P3R3/2q2PPP/4R1K1 b - - 0 23,f8d8 e3e8 d8e8 e1e8,611,105
BvcoQ,r2qk2r/p2p1ppp/4p3/2p1P3/2b4P/P4N2/1PPQ1PP1/2KR3R w kq - 0 15,d2d7 d8d7 d1d7 e8d7,611,98
C3KfQ,r2Q3k/q5pp/5p2/2b5/5P2/4P3/6PP/B2R2K1 b - - 2 28,a8d8 d1d8 c5f8 d8f8,611,104
C5xub,6k1/p5pp/8/4rp2/8/8/PP3qPP/5R1K w - - 0 29,f1f2 e5e1 f2f1 e1f1,611,103
CMLtL,3r2k1/p2r1pp1/7p/4q3/1Q6/6P1/P2p1P1P/1R1R2K1 b - - 7 27,d8b8 b4b8 e5b8 b1b8,611,104
CTbhK,2r1r2k/4Q1pp/2p3p1/p7/3P1R2/1P6/6PP/5R1K b - - 0 34,e8e7 f4f8 c8f8 f1f8,611,89
CiJpm,4rk2/pp6/2p1q1p1/P6p/8/1Q6/5PPP/R5K1 w - - 0 34,b3b7 e6e1 a1e1 e8e1,611,98
CkMjt,6k1/p4pp1/5p1p/7Q/3P1P2/2P1qP2/P5BP/1R2r2K w - - 3 24,b1e1 e3e1 g2f1 e1f1,611,96
Dzp5w,3k1b2/2r2p2/qR5p/5p2/8/1R1PPN2/P4PPP/6K1 w - - 0 30,b6a6 c7c1 f3e1 c1e1,611,95
EF2A7,6k1/5ppp/8/8/4r3/p5BP/PrPR3K/8 b - - 0 34,b2a2 d2d8 e4e8 d8e8,611,83
ENvOn,6k1/p3r2p/1p1nN1p1/3P1p2/8/6P1/P4P1P/2R3K1 b - - 1 34,d6e4 c1c8 e7e8 c8e8,611,97
EoCpW,3r3k/p3b2p/4qp2/2p3p1/2Q5/1P5P/P1P2PPB/3R2K1 w - - 0 25,c4e6 d8d1 e6e1 d1e1,611,116
EoFW6,6k1/5ppp/4p3/4P1P1/4K2P/8/2Rp4/8 b - - 0 42,d2d1q c2c8 d1d8 c8d8,611,87
F3NzX,q6k/5pp1/4p2p/4P3/3p1P2/3B2K1/Q6P/2R5 b - - 0 35,a8a2 c1c8,611,92
F63fG,4qr1k/p5b1/2p4p/3pr2p/7B/2P5/PPQ2PPP/R3R1K1 w - - 0 25,h4g3 e5e1 a1e1 e8e1,611,99
FeTNY,Qq3k1r/4npp1/p2Rp2p/1pp1P3/5B2/2P5/PP3PPP/3R2K1 b - - 0 21,b8a8 d6d8 a8d8 d1d8,611,102
FsdSN,2r5/2r5/5R1p/p1P3p1/P1K1k1P1/2P1p3/7P/1R6 w - - 4 35,c5c6 c7c6 f6c6 c8c6,611,89
GUewz,4R1rk/5Rpp/p5q1/1p6/5Q2/4P2K/P5PP/8 b - - 8 37,g8e8 f7f8 e8f8 f4f8,611,80
0Iy4T,3r3k/7p/1p5N/4p3/p1P3P1/2Q5/PP2B3/K4r2 w - - 1 39,e2f1 d8d1 c3c1 d1c1,612,98
0NgdE,5rk1/1p1r1p1p/p3P1p1/2qp4/8/1P3Q2/P4RPP/5RK1 b - - 0 27,f7e6 f3f8 c5f8 f2f8,612,82
0PasV,r1R3k1/5bpp/5p2/r4Q2/8/7P/6P1/6K1 b - - 4 36,a8c8 f5c8 f7e8 c8e8,612,103
0XJfs,6k1/6P1/1P4K1/p7/2p5/1P6/8/8 b - - 0 53,c4b3 b6b7 b3b2 b7b8q,612,101
0tx2x,r5k1/1p3ppp/4p3/2RpB3/1Pn5/r6P/4BPP1/2R3K1 b - - 5 28,c4e5 c5c8 a8c8 c1c8,612,85
0uNYR,3r1rk1/1n3pbp/pp2p1p1/2p5/P1N1qP2/2P2R2/1PQ3PP/R1B4K w - - 0 22,c2e4 d8d1 e4e1 d1e1 f3f1 e1f1,612,102
0w023,k2r2r1/5p2/2p4B/1p4N1/1R6/P4P2/4q1PP/4R2K w - - 0 33,e1e2 d8d1 e2e1 d1e1,612,106
14hEw,r2r2k1/ppp1b1pp/5p2/4p3/2P1q3/P7/1PQ2PPP/R1B3K1 w - - 0 21,c2e4 d8d1 e4e1 d1e1,612,94
19AN2,r2Q2k1/5ppp/8/3RpPb1/1p2P3/8/PPr3PP/3R3K b - - 2 29,g5d8 d5d8 a8d8 d1d8,612,97
1Fj5U,r3r1k1/p4ppp/1pB2n2/8/Q7/2P2P2/PP4PP/RNBRq2K w - - 0 20,d1e1 e8e1,612,100
1LRci,6k1/p1p1r1pp/4P3/5K2/1p6/1P6/7r/3R4 b - - 1 27,h2h6 d1d8 e7e8 d8e8,612,104
1mHue,6r1/6q1/pB1pk1P1/1p3RQ1/4p3/PP5P/2P5/6K1 w - - 3 43,f5f6 g7f6 g5f6 e6f6,612,83
1qy4w,3rk3/4b1pp/1p6/5p2/1P6/2P1P3/P2N1PPP/R1B3K1 w - - 0 19,d2f3 d8d1 f3e1 d1e1,612,99
1rWPz,6k1/3n1p1p/2r3p1/1R6/1b1B4/4PN2/P4PPP/1R4K1 w - - 0 27,b1b4 c6c1 f3e1 c1e1,612,102
25IT4,r1r3k1/5ppp/p2Rp1b1/1pP5/8/1P3P2/P4KPP/3R4 b - - 0 27,c8c5 d6d8 a8d8 d1d8,612,91
2Pkx6,1r6/RBb4k/4p1p1/6p1/8/4P3/5PPP/6K1 w - - 2 39,b7f3 b8b1 f3d1 b1d1,612,100
2TL8T,3b2k1/N1r2ppp/1p2pn2/2q3B1/2n5/P3PN1P/4QPP1/2R3K1 w - - 1 23,e2c4 c5c4 c1c4 c7c4,612,82
2gHN2,6k1/5p1p/1Br3pP/1n1pPp2/3P1P2/1P6/6PK/R7 b - - 0 34,c6b6 a1a8 b6b8 a8b8,612,95
