Id,Fen,Moves,Rating,RatingDeviation
6uaGB,5r1k/2q2Bp1/p6R/1p2p2Q/4p3/P3P2P/1P3PP1/6K1 b - - 0 26,g7h6 h5h6,607,89
76Hiz,2R4k/6p1/1p1r1p1p/n2PpB2/8/5P2/P4PKP/8 b - - 11 35,d6d8 c8d8,607,104
7DUKK,3r1r1k/2p1b1pp/p7/1p2p3/4P3/2P5/PP2bPPP/R1B1R1K1 w - - 0 20,e1e2 d8d1 e2e1 d1e1,607,97
7ZUta,3r1k1r/1p2npp1/p6p/4pN2/2R5/3Q1P2/PP4PP/2R2K2 b - - 0 24,d8d3 c4c8 e7c8 c1c8 d3d8 c8d8,607,108
7ce5w,3r4/pkp5/1p6/8/8/8/P3RPPP/6K1 w - - 3 33,e2e3 d8d1 e3e1 d1e1,607,86
7jHQh,rnb3k1/pp3ppp/8/3pq3/1KB5/8/PP3PPP/3R3R b - - 1 17,d5c4 d1d8 e5e8 d8e8,607,106
8Xj64,3rn2k/5Rbp/6p1/1NQ1p3/4P3/2P5/1P3PPP/3B2K1 w - - 1 33,c5e5 d8d1,607,99
8lEV3,1r4k1/5ppp/4p1b1/R2pP3/5B2/7P/1P3PP1/6K1 b - - 0 25,b8b2 a5a8 b2b8 a8b8,607,90
8os3Q,4r1k1/pq4pp/b3B3/2p1P1P1/2P1p3/P3P3/5R1P/5RK1 b - - 0 28,g8h8 f2f8 e8f8 f1f8,607,108
9dQat,r1R3k1/pp4p1/5pPp/3p4/3P2P1/4r1bP/PP4K1/2R1B3 b - - 0 30,a8c8 c1c8 e3e8 c8e8,607,108
9dlMJ,3r2k1/p4ppp/8/8/3Q4/P5P1/1P3P1K/2R5 b - - 0 25,d8d4 c1c8 d4d8 c8d8,607,86
9waN5,4r3/k7/pR6/P1p4p/7P/2N2bP1/1PP2P2/R3r1K1 w - - 1 30,a1e1 e8e1 g1h2 e1h1,607,92
AUnVA,8/8/1B6/1Pp2kn1/P1P2p2/6p1/6K1/8 b - - 2 51,f4f3 g2g3 g5e4 g3f3,607,106
AVc7A,5rk1/p3qp1p/b5p1/8/5Q2/1P1r4/P4PPP/4R1K1 w - - 0 23,e1e7 d3d1 e7e1 d1e1,607,101
Aof5c,2r2Q1k/6p1/4p2p/p7/4B3/2q3P1/6PP/5RK1 b - - 2 29,c8f8 f1f8,607,106
AvQNt,3Q2k1/p1q2ppp/1p6/2p5/2P5/1P2P1PP/P3NPK1/3R4 b - - 0 25,c7d8 d1d8,607,101
B7BGq,r3q1k1/p1p1rppp/3p1n2/2pP2B1/8/5Q2/PPP2PPP/R3R1K1 w - - 2 16,g5f6 e7e1 a1e1 e8e1,607,113
BEXqE,4r1k1/1p3p1p/p2p1bp1/3P4/P7/3bR1Q1/1P3PPP/2BBq1K1 w - - 5 23,e3e1 e8e1,607,85
BMFGM,3rr1k1/p1p2ppp/3p2q1/4R3/6bP/2N2Q2/PPPB1PP1/4R1K1 b - - 0 21,g4f3 e5e8 d8e8 e1e8,607,106
Bfr4j,5k2/5p1p/5Pp1/3R4/p7/2P4P/r5P1/7K b - - 0 34,a4a3 d5d8,607,96
BpPj2,k1r5/pp6/8/2p1Q1p1/P1P3P1/1q3P2/6K1/4R3 b - - 0 41,c8f8 e5e8 f8e8 e1e8,607,83
BtwZR,3r2k1/p5pp/4Qp2/3r4/Pp1q4/8/1PP3P1/4R2K b - - 0 33,g8h8 e6e8 d8e8 e1e8,607,85
ByzZY,r5k1/1p2r1P1/2p2p2/p2p3q/8/2NB4/PPP5/1K5R w - - 0 28,h1h5 e7e1 c3d1 e1d1,607,83
C7LAL,8/8/PRp5/2Pk4/6p1/r2n3p/2R4P/6K1 w - - 1 56,c2d2 a3a1 b6b1 a1b1 d2d1 b1d1,607,83
CGoVA,3r2k1/R4ppp/1p6/nP6/8/5B1P/5PP1/6K1 b - - 0 25,d8d6 a7a8 d6d8 a8d8,607,104
Cd7Kl,1rr3k1/7p/3p4/p2P1p2/1pnb1P2/5BKP/P1RB2P1/2R5 b - - 3 33,c4d2 c2c8 b8c8 c1c8,607,105
CxGwO,2k1r3/p1p1R1p1/2p4p/2Np4/6nP/1P2P3/P1PP4/5RK1 b - - 0 23,e8e7 f1f8 e7e8 f8e8,607,104
D7qwR,2R2N2/1r6/7P/8/8/3k3P/5P2/4K3 w - - 1 59,f8e6 b7b1 c8c1 b1c1,607,85
DS0eV,2r5/pp1k1p1p/3p1p2/1N1Pp3/8/3b4/PP3PPP/3R2K1 w - - 0 21,d1d3 c8c1 d3d1 c1d1,607,105
DTWXj,1k6/ppp3b1/1r6/5pR1/3P1P2/2P1P1P1/Pr6/K3R3 b - - 4 32,g7f6 g5g8 f6d8 g8d8,607,91
Dlgg8,6r1/1p5k/p2P2q1/2P5/4p1rp/P5Bp/2Q2P2/3R2RK w - - 0 35,g3f4 g4g1 d1g1 g6g1,607,105
EGkR5,R7/5pbk/6p1/p1r4p/3p4/1P6/P2R1PPP/6K1 w - - 4 33,a2a3 c5c1 d2d1 c1d1,607,89
EIBul,3k4/1RrP1p2/7p/6p1/6P1/8/6PK/8 w - - 1 40,b7c7 d8c7 d7d8b c7d8,607,107
EJA5q,6k1/5p2/5p1p/pp6/3P4/1Pr1P3/1RN2PPP/6K1 w - - 0 32,c2a3 c3c1,607,97
EjjJG,rnbqkb1r/pp1n2pp/2p5/4pp2/2P5/1P3NP1/P3PPBP/RNBQ1RK1 w kq - 0 10,f3e5 d7e5 d1d8 e8d8,607,105
F4pyx,6k1/1p3ppp/3Bp3/1P1r4/6P1/2RP3P/5PK1/8 b - - 0 32,d5d6 c3c8 d6d8 c8d8,607,94
F665l,6k1/p4ppp/5b2/q7/2pp4/P1P5/1PQ2PPP/4N1K1 w - - 0 23,c3d4 a5e1,607,99
F8Khe,4r1k1/6p1/2P3p1/4pp2/2r5/4R3/5PPP/1R4K1 w - - 1 28,b1b6 c4c1 e3e1 c1e1,607,103
FynaT,2rk4/R3b3/1p3p2/1Pp3p1/7p/1r5P/4RPPB/6K1 w - - 2 34,e2e7 b3b1 e7e1 b1e1,607,111
GTE6f,1r4k1/prp2ppp/4p3/8/3R2n1/1PN3P1/P1K1PP1P/3R4 b - - 0 20,g4f2 d4d8 b8d8 d1d8,607,98
02MUO,3qrQ1k/pb5p/2n3pP/3pP3/2pP4/2N5/PPP2R2/2K2R2 b - - 9 29,e8f8 f2f8 d8f8 f1f8,608,95
060h6,2r4k/pb3p2/1p2pq1p/4P3/P2p4/3R2R1/1P3PPP/6K1 w - - 0 25,e5f6 c8c1 d3d1 c1d1,608,100
0FKOB,8/6pk/R5bp/1p6/8/1P1r4/P4PPP/4R1K1 w - - 0 37,e1e6 d3d1 e6e1 d1e1,608,81
0QMse,r1br2k1/ppp2p2/7Q/6p1/4P3/6B1/P5PP/2Rq3K w - - 1 22,c1d1 d8d1 g3e1 d1e1,608,96
0WDvp,4k2r/3p1p1p/2p1p1p1/3rP3/5P2/1Q6/PPP4P/1K1q2R1 w k - 7 25,g1d1 d5d1,608,87
1MnF9,3rr1k1/pp1b1ppp/5q2/3pP3/2pQ3N/2P3R1/PP3PPP/4R1K1 w - - 19 27,e5f6 e8e1,608,93
1PsdE,2r3k1/R5p1/4pp2/8/5n2/8/7P/1R5K w - - 2 44,b1b7 c8c1,608,108
1ilTw,8/4R1p1/2pk3p/5p2/1Npb1P2/6P1/P4P2/6K1 b - - 0 41,d6e7 b4c6 e7d6 c6d4,608,94
28ajP,8/8/7k/7p/7P/r5p1/1R4PK/8 w - - 0 63,h2g1 a3a1 b2b1 a1b1,608,91
2Fft3,r4rk1/3q1ppp/1p2pn2/3p4/8/N7/PPP2PPP/R2QR1K1 w - - 2 15,a3b5 d7b5,608,99
2IIzN,3r4/1p2R2p/pRb2pk1/2p5/P5N1/6P1/2P2P1P/6K1 w - - 3 31,e7e6 d8d1 e6e1 d1e1,608,93
2fmji,5r2/p4pk1/1p1q2rp/5R2/4P2P/3BN1P1/PPP3K1/5R2 w - - 5 36,f5f7 f8f7 f1f7 g7f7,608,101
2j7Fo,3r1Q1k/1B4pp/p7/qp6/2p5/P1b4P/2P3P1/5R1K b - - 2 31,d8f8 f1f8,608,91
2jgOj,5r1k/ppp3pp/8/8/2P5/P5P1/1P3r1P/R4RK1 b - - 1 28,f2b2 f1f8,608,85
2kR4W,k1Rr4/pp1q2bp/6p1/1b6/8/1P1p1N2/P1Q2PPP/2R3K1 b - - 1 26,d8c8 c2c8 d7c8 c1c8,608,102
2pCB3,3rk2r/ppp2ppp/8/4b3/4n3/8/PPP2PPP/R1B1R1K1 w k - 0 13,e1e4 d8d1 e4e1 d1e1,608,97
2sadO,8/5r1k/p5R1/2p5/2P5/3P4/P4rPP/R6K w - - 1 27,g6g3 f2f1 a1f1 f7f1,608,103
3EYNo,4r1b1/4r1k1/6p1/pp6/4p1Pp/P1PN3P/1P2R3/4R1K1 w - - 0 38,e2e4 e7e4 e1e4 e8e4,608,101
3MYbD,6k1/p5p1/3qP2p/4bQ2/5N2/1P5P/P5P1/7K w - - 5 48,f4g6 d6d1 f5f1 d1f1,608,102
3RJ84,3r3k/pp3qp1/1bb2n1p/4R3/7B/1Q6/P1P2PPP/3R2K1 w - - 0 25,b3f7 d8d1 e5e1 d1e1,608,94
3spWi,2kr2r1/2p5/p1p1p1qp/2Pp4/3P4/4P1RP/PP4Q1/2K3R1 b - - 0 26,g6d3 g3g8 d8g8 g2g8,608,90
4jjnI,4R3/2R3pk/7p/6b1/5p2/6BP/r3bPP1/6K1 w - - 0 39,g3h2 a2a1 c7c1 a1c1,608,113
4v3B5,6k1/6pp/R3P3/1p5P/2pB3n/P7/3r4/7K b - - 0 34,d2d4 a6a8 d4d8 a8d8,608,87
53Ia2,r4rk1/ppp1qp2/7p/6p1/3p4/1QP2BP1/PPn3PP/RN4K1 w - - 0 19,b3c2 e7e1,608,99
5Hs66,8/3n4/2p4p/2P1p1p1/1k1KN3/6PP/6P1/8 w - - 0 41,d4d3 d7c5 d3e3 c5e4,608,117
5iCrR,4q1k1/3b3p/2pQ2p1/p4p2/8/P1NP4/1PP2PPP/2K5 w - - 0 32,c3a4 e8e1,608,115
5w7xW,4r3/pQ3pkp/6p1/5b2/8/8/P5PP/5B1K w - - 1 27,f1c4 e8e1 c4f1 e1f1,608,89
6BcNe,1r4k1/p4ppp/8/2pqR3/8/5Q2/1P5P/4R1K1 b - - 0 26,d5f3 e5e8 b8e8 e1e8,608,93
6I8dQ,r5k1/3b2p1/3p1p1p/2p1pP2/1pP1P1PP/qP1P1KN1/1R3Q2/8 b - - 4 34,a3a2 b2a2,608,120
6ebH5,2q3k1/p4ppp/8/8/3r4/P7/1P3PPP/3Q2K1 w - - 0 23,d1d4 c8c1 d4d1 c1d1,608,101
6j7vW,r3r1k1/pppb4/5bpp/5p2/2P4B/P4R2/R5PP/1N5K w - - 2 22,h4f6 e8e1 f3f1 e1f1,608,84
791J9,4R3/6p1/1p5p/1B3pk1/Pr3n2/5P2/5P1P/5K2 w - - 3 36,e8g8 b4b1,608,98
7AIi9,2rr2k1/5ppp/p1P5/1p2q3/8/1P6/P1R2PPP/4R1K1 w - - 0 26,e1e5 d8d1 e5e1 d1e1,608,80
7KkOo,r5k1/5r1p/2pp1qpQ/1p6/p2P3R/5P2/bPP5/2KR1BN1 w - - 0 21,h4f4 f6f4 h6f4 f7f4,608,142
7UEqC,3q2k1/5p1p/p3p1p1/P1P5/8/4Q3/5PPP/6K1 w - - 0 38,e3c3 d8d1 c3e1 d1e1,608,106
7gqoM,3r2k1/3R1p1p/r4ppP/3P4/8/5B2/P4PP1/4R1K1 b - - 0 28,d8d7 e1e8,608,101
81VLM,6k1/p1q2ppp/Qp6/2pbR3/3p4/P6P/1P3PP1/7K b - - 0 33,c7e5 a6c8 e5e8 c8e8,608,87
86KxQ,6k1/pp4pp/8/3Q1P2/8/1KP2Rb1/PP6/4r1q1 b - - 0 45,g8h8 d5d8 e1e8 d8e8,608,102
8EsuL,r1b1r1k1/ppp2ppp/8/8/4B3/P1B5/1PP3PP/2KR3R b - - 0 15,e8e4 d1d8 e4e8 d8e8,608,100
8ZPjp,6k1/pp3ppp/3rN3/4p3/8/7P/PP3PP1/2R3K1 b - - 0 22,d6e6 c1c8 e6e8 c8e8,608,107
90K15,1rb1r1kb/p1q1pp1p/2pp1npB/8/2B1PQ2/2N4P/PPP2PP1/1R3RK1 b - - 2 14,f6h5 f4f7,608,96
91mQt,7k/3r2pp/1R3p2/2p5/5P2/7P/6PK/8 b - - 0 35,d7c7 b6b8 c7c8 b8c8,608,108
97NzX,5k2/3R1pp1/3K4/2P4p/4P3/8/8/2r5 b - - 3 43,h5h4 d7d8,608,85
9BZTA,1r6/3B1pk1/6p1/3R3p/P3P3/8/5PPP/6K1 w - - 3 27,a4a5 b8b1 d5d1 b1d1,608,100
9I1fv,7k/1p1b2pp/5r2/p2B1p2/5P2/q1P3P1/P3Q2P/4R2K b - - 2 29,a3c3 e2e8 d7e8 e1e8 f6f8 e8f8,608,92
9bSeU,2kr3r/pp2b2p/2p1q3/6p1/8/2P3Q1/PP3PPP/4R1K1 w - - 0 20,e1e6 d8d1 e6e1 d1e1,608,100
9jmuv,3r2k1/5ppp/p7/8/2R3P1/1P3N1P/n5K1/8 b - - 0 31,d8d3 c4c8 d3d8 c8d8,608,89
9qWH2,8/6pk/4Q2p/8/8/8/PP3qPP/4n2K w - - 0 33,e6e1 f2e1,608,94
9uwgf,6k1/pp3p1p/2p3P1/2P5/8/5P1Q/P1P2q1P/5r1K w - - 0 30,h3f1 f2f1,608,132
A1Y66,8/8/2N3p1/7p/r7/5NkP/6P1/6K1 w - - 8 44,c6e5 a4a1 f3e1 a1e1,608,84
AFMky,2r1k3/4bpR1/2p1p1pB/2PpP2p/3P4/4PK2/6PP/8 b - - 11 33,c8a8 g7g8 e8d7 g8a8,608,80
AKIT7,1kr5/6pp/8/3NP3/1p1PN1n1/4P3/1P1B2P1/6K1 w - - 2 34,d2b4 c8c1 b4e1 c1e1,608,104
APOB6,5k2/8/R3KP2/1P6/8/p7/8/1r6 b - - 7 61,b1b5 a6a8 b5b8 a8b8,608,101
AYBwH,8/6pk/p3Pp1p/2Bp1P2/P4rr1/1PRR4/7P/7K w - - 5 38,e6e7 f4f1 c5g1 g4g1,608,85
AfGYz,6k1/pp3p2/6p1/4B3/P5PP/8/2r2r2/3R3K b - - 0 30,f2e2 d1d8 g8h7 d8h8,608,102
AmvVi,6k1/3r1p2/3P4/7p/4N3/6PP/5PK1/8 b - - 1 39,f7f5 e4f6 g8f7 f6d7,608,101
B0gSx,4k3/ppp4p/8/2P1n2p/1B6/4P3/P4KPP/8 w - - 2 26,h2h3 e5d3 f2f3 d3b4,608,80
BWM8w,6k1/1p3ppp/p3p3/8/8/2R4P/PPPr2P1/7K b - - 2 23,d2d7 c3c8 d7d8 c8d8,608,84
Bb0WR,2k5/ppp1r2q/8/7p/1P3Q2/P1B2P1P/6P1/7K b - - 10 39,c8b8 f4f8 e7e8 f8e8,608,94
BltlU,3rk2r/1pp1b1pp/p1p1pn2/6B1/8/8/PPP2PPP/RN2R1K1 w k - 0 13,e1e6 d8d1 e6e1 d1e1,608,92
Bw5Sa,5r1k/p5p1/1p1N3p/3pp3/n7/2P3PP/4KP2/2R5 b - - 3 36,f8d8 d6f7 h8g8 f7d8,608,105
C2fIw,6k1/R5pp/3N1p2/8/pr6/6P1/r4PKP/8 b - - 3 30,a4a3 a7a8 b4b8 a8b8,608,81
CU8Wl,2r3k1/1p3pp1/p3pn2/8/8/1N2PQ2/PPq2PPP/3R2K1 w - - 2 27,d1c1 c2c1 b3c1 c8c1 f3d1 c1d1,608,84
CzSjd,r2q1rk1/pp2bppp/2p5/4p3/4Q3/2P2N2/PP1B1PPP/RN4K1 w - - 1 14,d2e3 d8d1 f3e1 d1e1,608,95
DUVTN,8/p1r4k/7p/5p2/8/8/PP2RPPP/6K1 w - - 2 31,b2b4 c7c1 e2e1 c1e1,608,90
DjudW,5rk1/3R1pp1/1p2p2p/1pp5/2q5/2P5/r4PPP/1Q1R2K1 b - - 1 23,f8a8 d7d8 a8d8 d1d8,608,101
Dzz0U,3r2k1/p4p1p/1p2pp2/8/2P5/1P6/P4PPP/4R1K1 w - - 0 26,e1e2 d8d1 e2e1 d1e1,608,94
ECnV3,6k1/5ppp/3rp3/3P4/1R1P4/8/5PPP/5K2 b - - 0 30,d6d5 b4b8 d5d8 b8d8,608,112
EGQZn,5r1k/6pp/1p1R4/p1p5/4b3/7P/PP4P1/7K b - - 1 28,f8f6 d6d8 f6f8 d8f8,608,106
EMi2j,rR6/P2b1ppk/4pb1p/2Bp4/8/P3P3/q1PQ1PPP/1R4K1 w - - 3 33,b8a8 a2b1 d2c1 b1c1,608,92
Esvqp,r1Q3k1/5ppp/p5r1/1p2q3/3pP3/PP1P3P/1P3PP1/2R3K1 b - - 0 23,a8c8 c1c8 e5e8 c8e8,608,99
F4T5c,r6k/p3r1pp/5n2/qppB4/3pNQ2/3P4/PP2N1PP/n1BK1R2 b - - 1 20,f6d5 f4f8 a8f8 f1f8,608,94
F4nNg,2r3k1/5ppp/p3p3/P2p4/3P4/2R4P/6P1/1R4K1 b - - 0 31,c8c3 b1b8 c3c8 b8c8,608,94
F7K7R,3r2k1/p4ppp/2pr4/8/2R5/5N2/n4PPP/R6K w - - 2 29,a1a2 d6d1 f3g1 d1g1 h1g1 d8d1,608,106
FPA8o,3r2k1/pQ3pbp/5n2/2pr2p1/8/2P2N2/PP1N1PPP/R1B3K1 w - - 0 19,d2b3 d5d1 f3e1 d1e1,608,106
FPlSw,8/p2R1pp1/8/P3k2p/1rB1Pn2/8/5PPP/5K2 w - - 0 33,c4f7 b4b1 d7d1 b1d1,608,110
FmWP8,r5k1/1pp2ppp/p7/P3r3/4R3/5P2/6PP/4R1K1 b - - 0 26,e5a5 e4e8 a8e8 e1e8,608,102
GGTff,2r3k1/5pp1/1RN1p2p/2PpP3/8/R1n3P1/5PKP/2r5 b - - 0 32,c3e4 c6e7 g8h7 e7c8,608,83
06rUI,8/1p3p1k/5Pp1/6rp/7P/8/PPP5/1K2R3 w - - 1 33,e1e7 g5g1 e7e1 g1e1,609,84
07bVG,4r1k1/p2n1ppp/8/2p5/8/2b3B1/PPP2PPP/3R2K1 w - - 0 23,d1d7 e8e1,609,107
0FtZo,4r2k/6pp/p3qpn1/1p6/3p4/3Q2B1/PP3PPP/3R2K1 w - - 3 30,d3d4 e6e1 d1e1 e8e1,609,107
0veGw,4rk2/ppp2p2/3p3p/8/6P1/2NB4/PPP3P1/1K2q2R w - - 1 23,h1e1 e8e1 c3d1 e1d1,609,87
0wjVV,2r1rB1k/p4Qpp/1b6/8/P2qnR2/1B6/1PP1p1PP/4R2K b - - 3 28,e8f8 f7f8 c8f8 f4f8,609,87
17oe7,8/6pk/7p/1R6/3P3b/4r2P/6PB/6K1 w - - 1 34,g1f1 e3e1,609,100
1Pu9r,5r1k/p1p3pp/1p6/1P6/1n6/7P/P2R2P1/6K1 b - - 0 33,f8f4 d2d8 f4f8 d8f8,609,90
1UGTg,4r1k1/pp3pp1/8/8/8/P1P3Qb/4rP1P/1q1R2K1 w - - 0 28,d1b1 e2e1 b1e1 e8e1,609,102
1pSHc,2k5/1pp2p2/p1np4/2b1p2b/P3P1rq/1BPP1QN1/1P1B2K1/7R b - - 5 24,g4g3 f3g3 h4g3 g2g3,609,90
1wuER,2qr2k1/1r4pp/pR3p2/P1Bp4/2pP1b2/2P5/4QPPP/4R1K1 b - - 1 28,d8e8 e2e8 c8e8 e1e8,609,99
2rtx0,2r3k1/3r1ppp/p7/1p1p4/8/P1P1RP1P/1P4P1/4R1K1 b - - 0 23,c8d8 e3e8 d8e8 e1e8,609,108
32Rv4,2Q3k1/3b1ppp/4p3/1n2P3/3P4/8/5PPP/2R3K1 b - - 0 25,d7c8 c1c8,609,96
3LNQx,3r2k1/p2r4/2R4p/6p1/6p1/4P3/PP3PPP/5RK1 w - - 1 23,f1c1 d7d1 c1d1 d8d1,609,103
3QIhT,N2k3r/1P3ppp/p2p4/2b1pb2/8/1Q1P1q1P/PPKB4/R7 b - - 0 24,f3d3 b3d3 f5d3 c2d3,609,108
3emxo,4r1r1/ppk5/2p1b3/3pN2Q/3P4/5P2/PPPb4/1K1R4 w - - 0 35,d1d2 g8g1 d2d1 g1d1,609,78
3fvaf,r7/5p1p/1PPkp1p1/3p4/8/8/2R2PPP/6K1 w - - 3 33,c6c7 a8a1 c2c1 a1c1,609,98
3vxVf,3r3k/6pp/8/pR6/5P2/1P4P1/3n2KP/8 b - - 1 44,d8d3 b5b8 d3d8 b8d8,609,84
41OXc,1r5k/5pp1/p3p2p/4P2P/6R1/2b2p2/P4PP1/2R2K2 w - - 0 37,c1c3 b8b1 c3c1 b1c1,609,91
49IC4,r3r1k1/2q2pp1/p2p3p/1p1P4/2p1R3/b1P2N1P/3Q1PP1/4R1K1 b - - 3 22,a3c5 e4e8 a8e8 e1e8,609,107
4Qr5w,6k1/6pp/R4p2/1p6/5P2/PrN5/6PP/7K w - - 1 33,c3d5 b3b1,609,100
4Tllp,5r1k/5Bpp/2p5/p7/P3R3/2P5/6PP/6K1 b - - 0 31,f8f7 e4e8 f7f8 e8f8,609,91
4qmyf,6k1/Q4p1p/5pp1/8/2p5/2P3Pb/P1Pq1P1P/R3r1KR w - - 3 18,a1e1 d2e1,609,104
5Jhw7,r7/1p2ppk1/p2p3r/3Pq2R/7R/3Q1P2/PPP5/1K6 w - - 0 27,h5h6 e5e1 d3d1 e1d1,609,96
5KhL7,3r4/1bnrq1pk/1p5p/p1p1Pp2/P1B1p3/1P2P1P1/1B1R1P1P/1Q1R2K1 w - - 12 31,b1a1 d7d2 d1d2 d8d2,609,82
5UbUU,1r5k/6p1/3N3p/4P3/P7/8/4q1PP/4R2K w - - 0 43,e1e2 b8b1 e2e1 b1e1,609,99
6CQzo,4r1k1/5ppp/8/3b4/7P/6P1/r7/1R4K1 b - - 0 36,e8e2 b1b8 e2e8 b8e8,609,99
78N0X,6k1/8/1r6/6p1/8/8/P1P3PP/5R1K w - - 0 38,f1f5 b6b1 f5f1 b1f1,609,89
7GQfU,5r2/1p1kp2R/3pp3/6P1/4P3/8/PPP5/1K3qQ1 w - - 9 34,g1f1 f8f1,609,117
7sisB,4qbk1/7p/p4pp1/3p4/p2r4/Q7/1P3PPP/4R1K1 w - - 0 30,e1e8 d4d1 e8e1 d1e1,609,99
8EUI3,5rk1/p5pp/8/4Q3/3p4/8/PPP3PP/4Rq1K w - - 3 23,e1f1 f8f1,609,97
8GLQb,7k/5p1p/2p5/p1p1P3/5P2/1PKP2P1/P5R1/7r w - - 2 34,c3c4 h1c1 g2c2 c1c2,609,99
8NrEG,r4rk1/1p3ppp/p1p5/3p4/1P1P4/1BP1QPbb/P2NR1Pq/R4K2 b - - 7 22,f8e8 e3e8 a8e8 e2e8,609,105
8QwZw,8/1R6/k1r2p2/p3p1pp/1b6/1Q6/PP3PPP/6K1 w - - 15 46,b7f7 c6c1 b3d1 c1d1,609,86
8SJTC,2r3k1/p3R1p1/4R1B1/1p5p/5PnP/2P3K1/1r6/8 b - - 6 43,b2c2 e7e8 c8e8 e6e8,609,96
967BM,r2r2k1/5ppp/8/p2b4/5B2/PP1R1P2/6PP/3R3K b - - 2 28,d5b3 d3d8 a8d8 d1d8,609,90
98qF9,2r5/3N1pkp/3bp1p1/1Q1p4/3n4/4P2P/5PP1/7K w - - 0 37,e3d4 c8c1 b5f1 c1f1,609,99
9JmoF,2rR2k1/pp2nppp/8/n7/8/4PN2/PP3PPP/3R2K1 b - - 2 20,c8d8 d1d8,609,114
9NdwP,2Q3k1/p4pp1/bp3q1p/3P4/8/3B4/PP3PPP/4R1K1 b - - 0 26,a6c8 e1e8,609,104
9VQTS,1r1r4/Q2nkp1p/4p1p1/8/4p1P1/2q4P/P1PRKPB1/7R w - - 8 21,d2d7 d8d7 a7d7 e7d7,609,103
9gJkV,6k1/5pp1/7p/p1r5/Pp1q4/1P6/5PPP/3R2K1 w - - 0 30,d1d4 c5c1 d4d1 c1d1,609,92
9i5T9,6k1/5p1p/R5pP/8/8/8/P1r3PK/8 b - - 0 41,c2c5 a6a8 c5c8 a8c8,609,107
9smJb,1r5k/p1p3pp/5r2/8/4R3/5P2/PPp3PP/2R3K1 b - - 1 26,b8b2 e4e8 f6f8 e8f8,609,81
9tBl8,r3r1k1/pp3ppp/2p5/4n3/4R3/NPP4P/P5PK/4R3 b - - 5 22,g8f8 e4e5 e8e5 e1e5,609,99
A3iFT,r2n1q2/2Qp1p2/p4Bkp/1p1P4/8/7P/PPP2PP1/4R1K1 w - - 1 23,c7d6 f8d6,609,104
A7l8z,6k1/R4p2/7K/8/4r1q1/8/4n3/8 b - - 2 51,g4f5 a7a8 f5c8 a8c8 e4e8 c8e8,609,94
AG1sc,r3k3/1R2P1pp/8/3p4/2b5/1p6/5PPP/4R1K1 w - - 3 38,e1e3 a8a1 e3e1 a1e1,609,105
AK4Lq,4r1k1/2p2pp1/2p3p1/Pb1pB3/1P6/R5N1/5PPP/6K1 w - - 2 31,e5c7 e8e1 g3f1 e1f1,609,86
ArfG1,2rr2k1/2q2pp1/p6p/1p1p4/8/PP1BQ3/2P2PPP/4R1K1 b - - 1 29,d8d6 e3e8 c8e8 e1e8,609,94
B6Bw1,2rB3k/1p4pp/p3R3/2q1pp2/1QP5/P3bP2/4B1PP/7K b - - 0 28,c5b4 e6e8 b4f8 e8f8,609,87
BLfEi,2r1k3/1p3p2/p1b1p1r1/2B5/1P1p2PR/2P5/P7/3R2K1 b - - 0 29,d4c3 h4h8 g6g8 h8g8,609,168
Ba5r9,2r2rk1/3p1ppp/pp2p3/8/1P6/P3PQ2/1R3PPP/2q2RK1 w - - 1 20,f1c1 c8c1 f3d1 c1d1,609,87
BnwTw,4k2r/pp3p2/2n1p3/2brPp2/5P1p/2P2R2/PP1N2PP/R1B4K w k - 6 20,d2b3 d5d1 f3f1 d1f1,609,87
BtF2g,3r1rk1/5pp1/p6p/1p2P3/5Q2/2PqPP2/6PP/2R2R1K w - - 0 27,f1d1 d3d1 c1d1 d8d1,609,101
BtYgk,3r4/4p1kp/p5p1/1p2p3/4N3/8/PPP3PP/5R1K w - - 0 25,f1f3 d8d1 f3f1 d1f1,609,104
BupuS,5Qk1/p4ppp/3P4/8/8/3qP3/3r1PPP/2R2RK1 b - - 0 32,g8f8 c1c8,609,101
CIE1z,3qr1k1/p1p3p1/4r2p/8/3PQ3/7P/P4PP1/3RR1K1 w - - 0 24,e4f4 e6e1 d1e1 e8e1,609,109
CLXZU,2r5/8/8/4k1p1/7p/2RK1PP1/7P/8 b - - 0 47,c8c3 d3c3,609,111
CSyvb,k3Q2r/ppB2B2/2p2p1q/8/2P3p1/P2r4/1P5P/4R2K b - - 3 36,h8e8 e1e8 d3d8 e8d8,609,84
Cijq3,r3r1k1/6pp/p7/1p6/1Pb5/2B1R2P/1P4P1/4R1K1 b - - 2 26,a8d8 e3e8 d8e8 e1e8,609,90
CjH9i,3Q3k/pp2r1pp/2n5/4ppq1/8/2P5/PBP2PPP/3R1RK1 b - - 0 19,c6d8 d1d8 e7e8 d8e8,609,95
CyEIq,r6k/pp2bBpp/8/1q2P2Q/4R3/2P5/P5PP/5R1K w - - 2 26,f7g6 b5f1,609,103
D8NAv,5r1k/6pp/8/1p6/3qR3/2P2r2/1P4PP/3R3K w - - 0 33,e4d4 f3f1 d1f1 f8f1,609,107
DGPKZ,3rr1k1/pBp3p1/7p/5p2/6n1/1PNb1NP1/P5RP/R1B1q1K1 w - - 0 27,f3e1 e8e1,609,105
